"rank"	"finalWorth"	"category"	"personName"	"age"	"region"	"city"	"source"	"industries"	"countryOfCitizenship"	"organization"	"selfMade"	"status"	"gender"	"birthDate"	"lastName"	"firstName"	"title"	"date"	"state"	"residenceStateRegion"	"birthYear"	"birthMonth"	"birthDay"	"cpi_country"	"cpi_change_country"	"gdp_country"	"gross_tertiary_education_enrollment"	"gross_primary_education_enrollment_country"	"life_expectancy_country"	"tax_revenue_country_country"	"total_tax_rate_country"	"population_country"	"latitude_country"	"longitude_country"
"1523"	1516	2000	"Manufacturing"	"Huwen Chen"	52	"China"	"Shanghai"	"Stationery"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"7/1/1970 0:00"	"Chen"	"Huwen"	""	"4/4/2023 5:01"	""	""	1970	7	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1503"	1434	2100	"Food & Beverage"	"Hamdi Ulukaya"	50	"United States"	"Norwich"	"Greek yogurt"	"Food & Beverage"	"Turkey"	"Chobani"	TRUE	"D"	"M"	"10/26/1972 0:00"	"Ulukaya"	"Hamdi"	"Founder and CEO"	"4/4/2023 5:01"	"New York"	"Northeast"	1972	10	26	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"983"	982	3000	"Diversified"	"Semahat Sevim Arsel"	94	"Turkey"	"Istanbul"	"Diversified"	"Diversified"	"Turkey"	""	FALSE	"U"	"F"	"9/8/1928 0:00"	"Arsel"	"Semahat Sevim"	""	"4/4/2023 5:01"	""	""	1928	9	8	234.44	15.2	"$754,411,708,203 "	23.9	93.2	77.4	17.9	42.3	83429615	38.963745	35.243322
"396"	390	6500	"Real Estate"	"Radovan Vitek"	51	"Switzerland"	"Crans Montana"	"Real estate"	"Real Estate"	"Czech Republic"	""	TRUE	"U"	"M"	"4/22/1971 0:00"	"Vitek"	"Radovan"	""	"4/4/2023 5:01"	""	""	1971	4	22	99.55	0.4	"$703,082,435,360 "	59.6	105.2	83.6	10.1	28.8	8574832	46.818188	8.227512
"350"	344	6900	"Fashion & Retail"	"Sandra Ortega Mera"	54	"Spain"	"La Coruna"	"Zara"	"Fashion & Retail"	"Spain"	""	FALSE	"U"	"F"	"7/9/1968 0:00"	"Ortega Mera"	"Sandra"	""	"4/4/2023 5:01"	""	""	1968	7	9	110.96	0.7	"$1,394,116,310,769 "	88.9	102.7	83.3	14.2	47	47076781	40.463667	-3.74922
"263"	261	8000	"Fashion & Retail"	"Bernard Marcus"	93	"United States"	"Atlanta"	"Home Depot"	"Fashion & Retail"	"United States"	"Home Depot"	TRUE	"D"	"M"	"5/12/1929 0:00"	"Marcus"	"Bernard"	"Co-founder, ex chairman of the board"	"4/4/2023 5:01"	"Georgia"	"South"	1929	5	12	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2510"	2405	1100	"Automotive"	"Tang Aoqi & family"	77	"China"	"Changzhou"	"Auto parts"	"Automotive"	"China"	""	TRUE	"N"	"M"	"4/11/1945 0:00"	"Tang"	"Aoqi"	""	"4/4/2023 5:01"	""	""	1945	4	11	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1745"	1725	1700	"Technology"	"He Zhaoxi"	49	"China"	"Shenzhen"	"Software"	"Technology"	"China"	""	TRUE	"E"	"M"	"1/1/1974 0:00"	"He"	"Zhaoxi"	""	"4/4/2023 5:01"	""	""	1974	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2478"	2405	1100	"Finance & Investments"	"Randolph Lerner"	61	"United States"	"Cleveland"	"Banking, credit cards"	"Finance & Investments"	"United States"	""	FALSE	"E"	"M"	"2/21/1962 0:00"	"Lerner"	"Randolph"	""	"4/4/2023 5:01"	"Ohio"	"Midwest"	1962	2	21	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2500"	2405	1100	"Energy"	"Dean Solon"	58	"United States"	"Gallatin"	"Solar systems"	"Energy"	"United States"	""	TRUE	"U"	"M"	"1/1/1965 0:00"	"Solon"	"Dean"	""	"4/4/2023 5:01"	"Tennessee"	"South"	1965	1	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"60"	60	24400	"Technology"	"MacKenzie Scott"	52	"United States"	"Seattle"	"Amazon"	"Technology"	"United States"	""	FALSE	"D"	"F"	"4/7/1970 0:00"	"Scott"	"MacKenzie"	"Philanthropist"	"4/4/2023 5:01"	"Washington"	"West"	1970	4	7	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"739"	721	3900	"Fashion & Retail"	"Carl Ferdinand Oetker"	50	"Germany"	"Bielefeld"	"Consumer goods"	"Fashion & Retail"	"Germany"	""	FALSE	"U"	"M"	"10/3/1972 0:00"	"Oetker"	"Carl Ferdinand"	""	"4/4/2023 5:01"	""	""	1972	10	3	112.85	1.4	"$3,845,630,030,824 "	70.2	104	80.9	11.5	48.8	83132799	51.165691	10.451526
"1915"	1905	1500	"Diversified"	"Zadik Bino & family"	79	"Israel"	"Tel Aviv"	"Banking, oil"	"Diversified"	"Israel"	""	TRUE	"D"	"M"	"1/1/1944 0:00"	"Bino"	"Zadik"	""	"4/4/2023 5:01"	""	""	1944	1	1	108.15	0.8	"$395,098,666,122 "	63.4	104.9	82.8	23.1	25.3	9053300	31.046051	34.851612
"2156"	2133	1300	"Finance & Investments"	"Alberto Cortina"	77	"Spain"	"Madrid"	"Investments"	"Finance & Investments"	"Spain"	""	TRUE	"E"	"M"	"1/20/1946 0:00"	"Cortina"	"Alberto"	""	"4/4/2023 5:01"	""	""	1946	1	20	110.96	0.7	"$1,394,116,310,769 "	88.9	102.7	83.3	14.2	47	47076781	40.463667	-3.74922
"1918"	1905	1500	"Diversified"	"Ahmet Calik"	65	"Turkey"	"Istanbul"	"Energy, banking, construction"	"Diversified"	"Turkey"	""	TRUE	"E"	"M"	"3/1/1958 0:00"	"Calik"	"Ahmet"	""	"4/4/2023 5:01"	""	""	1958	3	1	234.44	15.2	"$754,411,708,203 "	23.9	93.2	77.4	17.9	42.3	83429615	38.963745	35.243322
"1390"	1368	2200	"Automotive"	"Willis Johnson"	75	"United States"	"Franklin"	"Damaged cars"	"Automotive"	"United States"	""	TRUE	"U"	"M"	"5/26/1947 0:00"	"Johnson"	"Willis"	""	"4/4/2023 5:01"	"Tennessee"	"South"	1947	5	26	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"205"	204	9400	"Technology"	"Wang Xing"	44	"China"	"Beijing"	"Food delivery"	"Technology"	"China"	""	TRUE	"D"	"M"	"2/18/1979 0:00"	"Wang"	"Xing"	""	"4/4/2023 5:01"	""	""	1979	2	18	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"924"	905	3200	"Technology"	"Lee Boo-jin"	52	"South Korea"	"Seoul"	"Samsung"	"Technology"	"South Korea"	""	FALSE	"D"	"F"	"10/6/1970 0:00"	"Lee"	"Boo-jin"	""	"4/4/2023 5:01"	""	""	1970	10	6	115.16	0.4	"$2,029,000,000,000 "	94.3	98.1	82.6	15.6	33.2	51709098	35.907757	127.766922
"1789"	1725	1700	"Diversified"	"Jonathan Tisch"	69	"United States"	"New York"	"Insurance, NFL team"	"Diversified"	"United States"	""	FALSE	"U"	"M"	"12/7/1953 0:00"	"Tisch"	"Jonathan"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1953	12	7	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1261"	1217	2500	"Diversified"	"Henry Sy, Jr."	69	"Philippines"	"Manila"	"Diversified"	"Diversified"	"Philippines"	""	FALSE	"D"	"M"	"1/1/1954 0:00"	"Sy"	"Henry"	""	"4/4/2023 5:01"	""	""	1954	1	1	129.61	2.5	"$376,795,508,680 "	35.5	107.5	71.1	14	43.1	108116615	12.879721	121.774017
"2506"	2405	1100	"Manufacturing"	"Sun Weijie"	59	"China"	"Yantai"	"Oilfield equipment"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"7/26/1963 0:00"	"Sun"	"Weijie"	""	"4/4/2023 5:01"	""	""	1963	7	26	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1029"	1027	2900	"Healthcare"	"Cao Longxiang & family"	65	"China"	"Taixing"	"Pharmaceuticals"	"Healthcare"	"China"	""	TRUE	"E"	"M"	"9/5/1957 0:00"	"Cao"	"Longxiang"	""	"4/4/2023 5:01"	""	""	1957	9	5	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"250"	249	8200	"Energy"	"German Khan"	61	"Russia"	"Moscow"	"Oil, banking, telecom"	"Energy"	"Russia"	""	TRUE	"U"	"M"	"10/24/1961 0:00"	"Khan"	"German"	""	"4/4/2023 5:01"	""	""	1961	10	24	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
"1186"	1164	2600	"Service"	"Dmitry Kamenshchik"	54	"Russia"	"Moscow"	"Airport"	"Service"	"Russia"	""	TRUE	"U"	"M"	"4/26/1968 0:00"	"Kamenshchik"	"Dmitry"	""	"4/4/2023 5:01"	""	""	1968	4	26	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
"2593"	2540	1000	"Manufacturing"	"Koo Bon-neung"	74	"South Korea"	"Seoul"	"Electronics"	"Manufacturing"	"South Korea"	"Heesung Electronics"	FALSE	"D"	"M"	"3/26/1949 0:00"	"Koo"	"Bon-neung"	""	"4/4/2023 5:01"	""	""	1949	3	26	115.16	0.4	"$2,029,000,000,000 "	94.3	98.1	82.6	15.6	33.2	51709098	35.907757	127.766922
"1912"	1905	1500	"Healthcare"	"Mori Arkin"	70	"Israel"	"Herzliya Pituach"	"Pharmaceuticals"	"Healthcare"	"Israel"	""	TRUE	"D"	"M"	"9/24/1952 0:00"	"Arkin"	"Mori"	""	"4/4/2023 5:01"	""	""	1952	9	24	108.15	0.8	"$395,098,666,122 "	63.4	104.9	82.8	23.1	25.3	9053300	31.046051	34.851612
"1571"	1516	2000	"Manufacturing"	"Zhang Wanzhen"	73	"China"	"Chaozhou"	"Electronics components"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"12/1/1949 0:00"	"Zhang"	"Wanzhen"	""	"4/4/2023 5:01"	""	""	1949	12	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"674"	659	4200	"Technology"	"Jeff Skoll"	58	"United States"	"Los Angeles"	"EBay"	"Technology"	"United States"	""	TRUE	"D"	"M"	"1/16/1965 0:00"	"Skoll"	"Jeff"	""	"4/4/2023 5:01"	"California"	"West"	1965	1	16	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"590"	580	4700	"Media & Entertainment"	"Tim Sweeney"	52	"United States"	"Cary"	"Video games"	"Media & Entertainment"	"United States"	""	TRUE	"D"	"M"	"12/13/1970 0:00"	"Sweeney"	"Tim"	""	"4/4/2023 5:01"	"North Carolina"	"South"	1970	12	13	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1456"	1434	2100	"Diversified"	"Harsh Goenka"	65	"India"	"Mumbai"	"Diversified"	"Diversified"	"India"	""	FALSE	"E"	"M"	"12/10/1957 0:00"	"Goenka"	"Harsh"	""	"4/4/2023 5:01"	""	""	1957	12	10	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"863"	852	3400	"Sports"	"Robert Johnson"	75	"United States"	"Palm Beach"	"Johnson & Johnson, sports"	"Sports"	"United States"	""	FALSE	"N"	"M"	"4/12/1947 0:00"	"Johnson"	"Robert "	""	"4/4/2023 5:01"	"Florida"	"South"	1947	4	12	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2199"	2133	1300	"Food & Beverage"	"Itamar Locks & family"	68	"Brazil"	"Rondonopolis"	"Agribusiness"	"Food & Beverage"	"Brazil"	""	FALSE	"Split Family Fortune"	"M"	"1/1/1955 0:00"	"Locks"	"Itamar"	""	"4/4/2023 5:01"	""	""	1955	1	1	167.4	3.7	"$1,839,758,040,766 "	51.3	115.4	75.7	14.2	65.1	212559417	-14.235004	-51.92528
"477"	466	5500	"Finance & Investments"	"Ludwig Merckle"	58	"Germany"	"Ulm"	"Pharmaceuticals"	"Finance & Investments"	"Germany"	""	FALSE	"D"	"M"	"1/1/1965 0:00"	"Merckle"	"Ludwig"	""	"4/4/2023 5:01"	""	""	1965	1	1	112.85	1.4	"$3,845,630,030,824 "	70.2	104	80.9	11.5	48.8	83132799	51.165691	10.451526
"1231"	1217	2500	"Food & Beverage"	"Henry Davis"	72	"United States"	"Omaha"	"Beef processing"	"Food & Beverage"	"United States"	""	FALSE	"U"	"M"	"2/16/1951 0:00"	"Davis"	"Henry"	""	"4/4/2023 5:01"	"Nebraska"	"Midwest"	1951	2	16	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1952"	1905	1500	"Manufacturing"	"Regine Leibinger"	60	"Germany"	"Berlin"	"Machine tools"	"Manufacturing"	"Germany"	""	FALSE	"D"	"F"	"1/1/1963 0:00"	"Leibinger"	"Regine"	""	"4/4/2023 5:01"	""	""	1963	1	1	112.85	1.4	"$3,845,630,030,824 "	70.2	104	80.9	11.5	48.8	83132799	51.165691	10.451526
"1305"	1272	2400	"Media & Entertainment"	"Ted Turner"	84	"United States"	"Atlanta"	"Cable television"	"Media & Entertainment"	"United States"	""	FALSE	"U"	"M"	"11/19/1938 0:00"	"Turner"	"Ted"	""	"4/4/2023 5:01"	"Georgia"	"South"	1938	11	19	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"189"	184	9800	"Finance & Investments"	"Melker Schorling & family"	75	"Sweden"	"Stockholm"	"Investments"	"Finance & Investments"	"Sweden"	""	TRUE	"D"	"M"	"5/15/1947 0:00"	"Schorling"	"Melker"	""	"4/4/2023 5:01"	""	""	1947	5	15	110.51	1.8	"$530,832,908,738 "	67	126.6	82.5	27.9	49.1	10285453	60.128161	18.643501
"98"	97	17400	"Fashion & Retail"	"John Menard, Jr."	83	"United States"	"Eau Claire"	"Home improvement stores"	"Fashion & Retail"	"United States"	"Menard, Inc."	TRUE	"U"	"M"	"1/22/1940 0:00"	"Menard"	"John"	"Founder"	"4/4/2023 5:01"	"Wisconsin"	"Midwest"	1940	1	22	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2251"	2133	1300	"Healthcare"	"Xiong Xiaochuan"	57	"China"	"Shenzhen"	"Medical devices"	"Healthcare"	"China"	""	TRUE	"N"	"M"	"1/1/1966 0:00"	"Xiong"	"Xiaochuan"	""	"4/4/2023 5:01"	""	""	1966	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"899"	878	3300	"Finance & Investments"	"Nik Storonsky"	38	"United Kingdom"	"London"	"Fintech"	"Finance & Investments"	"United Kingdom"	""	TRUE	"D"	"M"	"7/21/1984 0:00"	"Storonsky"	"Nik"	""	"4/4/2023 5:01"	""	""	1984	7	21	119.62	1.7	"$2,827,113,184,696 "	60	101.2	81.3	25.5	30.6	66834405	55.378051	-3.435973
"403"	397	6400	"Finance & Investments"	"Luis Carlos Sarmiento"	90	"Colombia"	"Bogota"	"Banking"	"Finance & Investments"	"Colombia"	""	TRUE	"D"	"M"	"1/27/1933 0:00"	"Sarmiento"	"Luis Carlos"	""	"4/4/2023 5:01"	""	""	1933	1	27	140.95	3.5	"$323,802,808,108 "	55.3	114.5	77.1	14.4	71.2	50339443	4.570868	-74.297333
"1209"	1164	2600	"Energy"	"Michael S. Smith"	67	"United States"	"Miami Beach"	"Liquefied natural gas"	"Energy"	"United States"	""	TRUE	"U"	"M"	"5/9/1955 0:00"	"Smith"	"Michael S."	"Investor"	"4/4/2023 5:01"	"Florida"	"South"	1955	5	9	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2429"	2405	1100	"Food & Beverage"	"Cheng Lili"	58	"China"	"Changzhou"	"Poultry breeding"	"Food & Beverage"	"China"	""	TRUE	"D"	"M"	"1/1/1965 0:00"	"Cheng"	"Lili"	""	"4/4/2023 5:01"	""	""	1965	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"341"	332	7000	"Food & Beverage"	"J. Christopher Reyes"	69	"United States"	"Hobe Sound"	"Food distribution"	"Food & Beverage"	"United States"	"Reyes Holdings, LLC"	TRUE	"D"	"M"	"12/29/1953 0:00"	"Reyes"	"J. Christopher"	"Co-Chairman"	"4/4/2023 5:01"	"Florida"	"South"	1953	12	29	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1666"	1647	1800	"Healthcare"	"Phillip Frost"	86	"United States"	"Miami Beach"	"Pharmaceuticals"	"Healthcare"	"United States"	""	TRUE	"D"	"M"	"11/11/1936 0:00"	"Frost"	"Phillip"	""	"4/4/2023 5:01"	"Florida"	"South"	1936	11	11	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"623"	611	4500	"Manufacturing"	"You Xiaoping & family"	65	"China"	"Wenzhou"	"Chemicals, spandex"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"1/21/1958 0:00"	"You"	"Xiaoping"	""	"4/4/2023 5:01"	""	""	1958	1	21	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"376"	365	6700	"Real Estate"	"Edward Roski, Jr."	84	"United States"	"Los Angeles"	"Real estate"	"Real Estate"	"United States"	"Majestic Realty, Co."	FALSE	"U"	"M"	"12/25/1938 0:00"	"Roski"	"Edward"	"President and Chairman"	"4/4/2023 5:01"	"California"	"West"	1938	12	25	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1344"	1312	2300	"Fashion & Retail"	"David Nahmad"	75	"United States"	"New York"	"Art collection"	"Fashion & Retail"	"Monaco"	""	TRUE	"U"	"M"	"4/14/1947 0:00"	"Nahmad"	"David"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1947	4	14	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1684"	1647	1800	"Media & Entertainment"	"Roberto Irineu Marinho"	75	"Brazil"	"Rio de Janeiro"	"Media"	"Media & Entertainment"	"Brazil"	""	FALSE	"D"	"M"	"10/13/1947 0:00"	"Marinho"	"Roberto Irineu"	""	"4/4/2023 5:01"	""	""	1947	10	13	167.4	3.7	"$1,839,758,040,766 "	51.3	115.4	75.7	14.2	65.1	212559417	-14.235004	-51.92528
"2031"	2020	1400	"Real Estate"	"Chua Thian Poh"	74	"Singapore"	"Singapore"	"Real estate"	"Real Estate"	"Singapore"	""	TRUE	"U"	"M"	"7/11/1948 0:00"	"Chua"	"Thian Poh"	""	"4/4/2023 5:01"	""	""	1948	7	11	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
"2341"	2259	1200	"Real Estate"	"Jose Isaac Peres & family"	82	"Brazil"	"Rio de Janeiro"	"Shopping malls"	"Real Estate"	"Brazil"	""	TRUE	"U"	"M"	"7/18/1940 0:00"	"Peres"	"Jose Isaac"	""	"4/4/2023 5:01"	""	""	1940	7	18	167.4	3.7	"$1,839,758,040,766 "	51.3	115.4	75.7	14.2	65.1	212559417	-14.235004	-51.92528
"609"	591	4600	"Food & Beverage"	"Russ Weiner"	52	"United States"	"Delray Beach"	"Energy drinks"	"Food & Beverage"	"United States"	""	TRUE	"U"	"M"	"5/5/1970 0:00"	"Weiner"	"Russ"	""	"4/4/2023 5:01"	"Florida"	"South"	1970	5	5	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"389"	383	6600	"Finance & Investments"	"Nadia Thiele"	47	"Germany"	"Munich"	"Investments"	"Finance & Investments"	"Germany"	""	FALSE	"U"	"F"	"1/7/1976 0:00"	"Thiele"	"Nadia"	""	"4/4/2023 5:01"	""	""	1976	1	7	112.85	1.4	"$3,845,630,030,824 "	70.2	104	80.9	11.5	48.8	83132799	51.165691	10.451526
"1772"	1725	1700	"Fashion & Retail"	"Ilson Mateus & family"	60	"Brazil"	"Sao Luis"	"Supermarkets"	"Fashion & Retail"	"Brazil"	""	TRUE	"U"	"M"	"2/6/1963 0:00"	"Mateus"	"Ilson"	""	"4/4/2023 5:01"	""	""	1963	2	6	167.4	3.7	"$1,839,758,040,766 "	51.3	115.4	75.7	14.2	65.1	212559417	-14.235004	-51.92528
"1802"	1725	1700	"Manufacturing"	"Zheng Xiaodong"	59	"China"	"Shanghai"	"Manufacturing"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"3/1/1964 0:00"	"Zheng"	"Xiaodong"	""	"4/4/2023 5:01"	""	""	1964	3	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1636"	1575	1900	"Fashion & Retail"	"Masateru Uno & family"	76	"Japan"	"Fukuoka"	"Drugstores"	"Fashion & Retail"	"Japan"	""	TRUE	"D"	"M"	"2/6/1947 0:00"	"Uno"	"Masateru"	""	"4/4/2023 5:01"	""	""	1947	2	6	105.48	0.5	"$5,081,769,542,380 "	63.2	98.8	84.2	11.9	46.7	126226568	36.204824	138.252924
"1977"	1905	1500	"Food & Beverage"	"Mike Repole"	55	"United States"	"Windermere"	"Sports drink"	"Food & Beverage"	"United States"	""	TRUE	"E"	"M"	"1/21/1968 0:00"	"Repole"	"Mike"	""	"4/4/2023 5:01"	"Florida"	"South"	1968	1	21	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1893"	1804	1600	"Technology"	"Zhongyi Wu"	49	"China"	"Xiamen"	"electronics"	"Technology"	"China"	""	TRUE	"D"	"M"	"10/28/1973 0:00"	"Wu"	"Zhongyi"	""	"4/4/2023 5:01"	""	""	1973	10	28	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2554"	2540	1000	"Manufacturing"	"Chen Shiliang"	59	"China"	"Tongxiang"	"Polyester"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"12/1/1963 0:00"	"Chen"	"Shiliang"	""	"4/4/2023 5:01"	""	""	1963	12	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"145"	145	12000	"Technology"	"Laurene Powell Jobs & family"	59	"United States"	"Palo Alto"	"Apple, Disney"	"Technology"	"United States"	"Emerson Collective"	FALSE	"D"	"F"	"11/6/1963 0:00"	"Powell Jobs"	"Laurene"	"Investor, Philanthropist"	"4/4/2023 5:01"	"California"	"West"	1963	11	6	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"879"	878	3300	"Finance & Investments"	"John Arnold"	49	"United States"	"Houston"	"Hedge funds"	"Finance & Investments"	"United States"	"Centaurus Advisors"	TRUE	"E"	"M"	"3/9/1974 0:00"	"Arnold"	"John"	"Founder"	"4/4/2023 5:01"	"Texas"	"South"	1974	3	9	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2548"	2540	1000	"Media & Entertainment"	"Jimmy Buffett"	76	"United States"	"Palm Beach"	"Entertainment, Margaritaville"	"Media & Entertainment"	"United States"	""	TRUE	"N"	"M"	"12/25/1946 0:00"	"Buffett"	"Jimmy"	"Musician"	"4/4/2023 5:01"	"Florida"	""	1946	12	25	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"327"	325	7100	"Service"	"Tamara Gustavson"	61	"United States"	"Lexington"	"Self storage"	"Service"	"United States"	""	FALSE	"D"	"F"	"11/16/1961 0:00"	"Gustavson"	"Tamara"	""	"4/4/2023 5:01"	"Kentucky"	"South"	1961	11	16	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1604"	1575	1900	"Manufacturing"	"Hu Rongda & family"	64	"China"	"Jinhua"	"Chemicals"	"Manufacturing"	"China"	""	TRUE	"U"	"M"	"1/1/1959 0:00"	"Hu"	"Rongda"	""	"4/4/2023 5:01"	""	""	1959	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"939"	905	3200	"Finance & Investments"	"Warren Stephens"	66	"United States"	"Little Rock"	"Investment banking"	"Finance & Investments"	"United States"	""	FALSE	"U"	"M"	"2/18/1957 0:00"	"Stephens"	"Warren"	""	"4/4/2023 5:01"	"Arkansas"	"South"	1957	2	18	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1562"	1516	2000	"Technology"	"Otto Toto Sugiri"	69	"Indonesia"	"Jakarta"	"Data centers"	"Technology"	"Indonesia"	""	TRUE	"D"	"M"	"9/23/1953 0:00"	"Sugiri"	"Otto Toto"	""	"4/4/2023 5:01"	""	""	1953	9	23	151.18	3	"$1,119,190,780,753 "	36.3	106.4	71.5	10.2	30.1	270203917	-0.789275	113.921327
"2635"	2540	1000	"Healthcare"	"Yi Xianzhong & family"	63	"China"	"Guangzhou"	"Pharmaceuticals"	"Healthcare"	"China"	""	TRUE	"D"	"M"	"5/1/1959 0:00"	"Yi"	"Xianzhong"	""	"4/4/2023 5:01"	""	""	1959	5	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1862"	1804	1600	"Automotive"	"Stefan Pierer"	66	"Austria"	"Wels"	"Automotive"	"Automotive"	"Austria"	""	TRUE	"U"	"M"	"11/25/1956 0:00"	"Pierer"	"Stefan"	""	"4/4/2023 5:01"	""	""	1956	11	25	118.06	1.5	"$446,314,739,528 "	85.1	103.1	81.6	25.4	51.4	8877067	47.516231	14.550072
"2617"	2540	1000	"Diversified"	"Ivan Streshinsky"	53	"Russia"	"Moscow"	"Metals, telecom"	"Diversified"	"Russia"	""	TRUE	"N"	"M"	"10/2/1969 0:00"	"Streshinsky"	"Ivan"	""	"4/4/2023 5:01"	""	""	1969	10	2	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
